[1/1319] pred=6 | gold=18 | X
[686/1319] pred=12 | gold=14 | X
[687/1319] pred=50 | gold=80 | X
[688/1319] pred=7 | gold=13 | X
[689/1319] pred=9 | gold=100 | X
[690/1319] pred=4 | gold=7 | X
[691/1319] pred=1 | gold=5760 | X
[692/1319] pred=61 | gold=25 | X
[693/1319] pred=1.5 | gold=32 | X
[694/1319] pred=27 | gold=68 | X
[695/1319] pred=277 | gold=9 | X
[696/1319] pred=24 | gold=5 | X
[697/1319] pred=125 | gold=145 | X
[698/1319] pred=81 | gold=27 | X
[699/1319] pred=1000 | gold=720 | X
[700/1319] pred=16 | gold=8 | X
[701/1319] pred=150 | gold=135 | X
[702/1319] pred=60 | gold=200 | X
[703/1319] pred=9067 | gold=2800 | X
[704/1319] pred=11 | gold=50 | X
[705/1319] pred=90 | gold=50 | X
[706/1319] pred=120 | gold=120 | O
[707/1319] pred=4200 | gold=9 | X
[708/1319] pred=40 | gold=8 | X
[709/1319] pred=20.4 | gold=168 | X
[710/1319] pred=62.5 | gold=3000 | X
[711/1319] pred=51 | gold=45 | X
[712/1319] pred=3 | gold=6 | X
[713/1319] pred=84 | gold=14 | X
[714/1319] pred=24 | gold=576 | X
[715/1319] pred=25 | gold=10 | X
[716/1319] pred=550 | gold=385000 | X
[717/1319] pred=770 | gold=770 | O
[718/1319] pred=2.25 | gold=5 | X
[719/1319] pred=1.8 | gold=2 | X
[720/1319] pred=375 | gold=175 | X
[721/1319] pred=4 | gold=4 | O
[722/1319] pred=+11 | gold=2450 | X
[723/1319] pred=15 | gold=255 | X
[724/1319] pred=137 | gold=160 | X
[725/1319] pred=17 | gold=18 | X
[726/1319] pred=3 | gold=25 | X
[727/1319] pred=4 | gold=10 | X
[728/1319] pred=128 | gold=112 | X
[729/1319] pred=100 | gold=40 | X
[730/1319] pred=1666 | gold=1000 | X
[731/1319] pred=120 | gold=8 | X
[732/1319] pred=72 | gold=1 | X
[733/1319] pred=10 | gold=87 | X
[734/1319] pred=1.25 | gold=5 | X
[735/1319] pred=15 | gold=17 | X
[736/1319] pred=15 | gold=50 | X
[737/1319] pred=67 | gold=3 | X
[738/1319] pred=11 | gold=2 | X
[739/1319] pred=4 | gold=4 | O
[740/1319] pred=12 | gold=98 | X
[741/1319] pred=25 | gold=25 | O
[742/1319] pred=32 | gold=28 | X
[743/1319] pred=48 | gold=24 | X
[744/1319] pred=3 | gold=8 | X
[745/1319] pred=28 | gold=4 | X
[746/1319] pred=19500 | gold=1100 | X
[747/1319] pred=14 | gold=28 | X
[748/1319] pred=125 | gold=350 | X
[749/1319] pred=28 | gold=336 | X
[750/1319] pred=4.5 | gold=3 | X
[751/1319] pred=1000 | gold=4000 | X
[752/1319] pred=43 | gold=43 | O
[753/1319] pred=300 | gold=240 | X
[754/1319] pred=42 | gold=128 | X
[755/1319] pred=12.5 | gold=89 | X
[756/1319] pred=6 | gold=7 | X
[757/1319] pred=16 | gold=22 | X
[758/1319] pred=352 | gold=75 | X
[759/1319] pred=133 | gold=133 | O
[760/1319] pred=150 | gold=60000 | X
[761/1319] pred=60 | gold=16 | X
[762/1319] pred=18 | gold=27 | X
[763/1319] pred=22 | gold=85 | X
[764/1319] pred=250 | gold=100 | X
[765/1319] pred=14 | gold=14 | O
[766/1319] pred=345 | gold=490 | X
[767/1319] pred=12 | gold=12 | O
[768/1319] pred=60 | gold=60 | O
[769/1319] pred=900 | gold=675 | X
[770/1319] pred=17.5 | gold=110 | X
[771/1319] pred=4 | gold=4 | O
[772/1319] pred=75 | gold=3 | X
[773/1319] pred=0.25 | gold=50 | X
[774/1319] pred=9 | gold=10 | X
[775/1319] pred=118.5 | gold=10 | X
[776/1319] pred=276 | gold=276 | O
[777/1319] pred=640 | gold=800 | X
[778/1319] pred=3600 | gold=4400 | X
[779/1319] pred=38 | gold=38 | O
[780/1319] pred=100 | gold=255 | X
[781/1319] pred=30 | gold=25 | X
[782/1319] pred=16 | gold=17 | X
[783/1319] pred=25 | gold=54 | X
[784/1319] pred=10 | gold=4 | X
[785/1319] pred=16.67 | gold=15 | X
[786/1319] pred=84 | gold=155 | X
[787/1319] pred=142 | gold=142 | O
[788/1319] pred=25 | gold=25 | O
[789/1319] pred=150 | gold=100 | X
[790/1319] pred=10 | gold=4 | X
[791/1319] pred=20 | gold=108 | X
[792/1319] pred=22 | gold=100 | X
[793/1319] pred=2250 | gold=75 | X
[794/1319] pred=3.69 | gold=250 | X
[795/1319] pred=32 | gold=32 | O
[796/1319] pred=18 | gold=20 | X
[797/1319] pred=80000 | gold=2880000 | X
[798/1319] pred=390 | gold=540 | X
[799/1319] pred=0.19 | gold=20 | X
[800/1319] pred=6 | gold=4 | X
[801/1319] pred=567 | gold=428 | X
[802/1319] pred=1503 | gold=1240 | X
[803/1319] pred=4.2 | gold=6 | X
[804/1319] pred=60 | gold=9 | X
[805/1319] pred=60 | gold=20 | X
[806/1319] pred=810 | gold=1170 | X
[807/1319] pred=12 | gold=70 | X
[808/1319] pred=2 | gold=4 | X
[809/1319] pred=0.625 | gold=12 | X
[810/1319] pred=200 | gold=50 | X
[811/1319] pred=90 | gold=310 | X
[812/1319] pred=15 | gold=60 | X
[813/1319] pred=90 | gold=79 | X
[814/1319] pred=1 | gold=7 | X
[815/1319] pred=3 | gold=11 | X
[816/1319] pred=320 | gold=4 | X
[817/1319] pred=2000 | gold=4500 | X
[818/1319] pred=15 | gold=15 | O
[819/1319] pred=16 | gold=16 | O
[820/1319] pred=116250 | gold=6250 | X
[821/1319] pred=12 | gold=720 | X
[822/1319] pred=55 | gold=35 | X
[823/1319] pred=5450 | gold=1260 | X
[824/1319] pred=18 | gold=14 | X
[825/1319] pred=63 | gold=52 | X
[826/1319] pred=21 | gold=153 | X
[827/1319] pred=4 | gold=27 | X
[828/1319] pred=28.8 | gold=11 | X
[829/1319] pred=60 | gold=60 | O
[830/1319] pred=24000 | gold=14000 | X
[831/1319] pred=160 | gold=1128 | X
[832/1319] pred=93 | gold=324 | X
[833/1319] pred=140 | gold=42 | X
[834/1319] pred=576 | gold=40 | X
[835/1319] pred=80 | gold=80 | O
[836/1319] pred=3 | gold=48 | X
[837/1319] pred=160 | gold=140 | X
[838/1319] pred=120 | gold=120 | O
[839/1319] pred=15 | gold=15 | O
[840/1319] pred=15 | gold=2 | X
[841/1319] pred=+1 | gold=16 | X
[842/1319] pred=4800 | gold=5600 | X
[843/1319] pred=10 | gold=10 | O
[844/1319] pred=19 | gold=19 | O
[845/1319] pred=8 | gold=180 | X
[846/1319] pred=7 | gold=12 | X
[847/1319] pred=0.2 | gold=11 | X
[848/1319] pred=225 | gold=975 | X
[849/1319] pred=10 | gold=10 | O
[850/1319] pred=2250 | gold=75 | X
[851/1319] pred=55 | gold=70 | X
[852/1319] pred=5280 | gold=110 | X
[853/1319] pred=15 | gold=123 | X
[854/1319] pred=20 | gold=15 | X
[855/1319] pred=120 | gold=144 | X
[856/1319] pred=6 | gold=13 | X
[857/1319] pred=6 | gold=7 | X
[858/1319] pred=14000 | gold=14000 | O
[859/1319] pred=60 | gold=3430 | X
[860/1319] pred=1160 | gold=1520 | X
[861/1319] pred=3 | gold=3 | O
[862/1319] pred=2 | gold=30 | X
[863/1319] pred=40000 | gold=40 | X
[864/1319] pred=100 | gold=110 | X
[865/1319] pred=10 | gold=80 | X
[866/1319] pred=35 | gold=23 | X
[867/1319] pred=48 | gold=28 | X
[868/1319] pred=10 | gold=7 | X
[869/1319] pred=112.5 | gold=15 | X
[870/1319] pred=500 | gold=500 | O
[871/1319] pred=333.33 | gold=40 | X
[872/1319] pred=29 | gold=48 | X
[873/1319] pred=179 | gold=13 | X
[874/1319] pred=0.48 | gold=12 | X
[875/1319] pred=396 | gold=132 | X
[876/1319] pred=28 | gold=60 | X
[877/1319] pred=29 | gold=41 | X
[878/1319] pred=500 | gold=7000 | X
[879/1319] pred=28 | gold=5 | X
[880/1319] pred=126.25 | gold=575 | X
[881/1319] pred=50 | gold=10 | X
[882/1319] pred=90 | gold=16 | X
[883/1319] pred=28 | gold=5 | X
[884/1319] pred=50 | gold=25 | X
[885/1319] pred=130 | gold=50 | X
[886/1319] pred=500 | gold=500 | O
[887/1319] pred=30 | gold=20 | X
[888/1319] pred=38 | gold=34 | X
[889/1319] pred=10 | gold=10 | O
[890/1319] pred=10 | gold=15 | X
[891/1319] pred=21 | gold=25 | X
[892/1319] pred=726 | gold=55 | X
[893/1319] pred=12 | gold=1 | X
[894/1319] pred=6.66666666666667 | gold=480 | X
[895/1319] pred=74 | gold=26 | X
[896/1319] pred=50 | gold=74 | X
[897/1319] pred=259 | gold=250 | X
[898/1319] pred=28 | gold=1 | X
[899/1319] pred=300 | gold=110 | X
[900/1319] pred=96 | gold=16 | X
[901/1319] pred=15 | gold=15 | O
[902/1319] pred=33 | gold=1 | X
[903/1319] pred=8 | gold=8 | O
[904/1319] pred=8 | gold=16 | X
[905/1319] pred=7.96 | gold=8 | X
[906/1319] pred=1 | gold=5 | X
[907/1319] pred=4 | gold=10 | X
[908/1319] pred=9 | gold=16 | X
[909/1319] pred=18 | gold=14 | X
[910/1319] pred=128 | gold=38 | X
[911/1319] pred=500 | gold=700 | X
[912/1319] pred=16 | gold=64 | X
[913/1319] pred=4 | gold=6 | X
[914/1319] pred=9 | gold=6 | X
[915/1319] pred=3 | gold=3 | O
[916/1319] pred=27 | gold=23 | X
[917/1319] pred=7 | gold=14 | X
[918/1319] pred=12 | gold=12 | O
[919/1319] pred=50 | gold=56 | X
[920/1319] pred=285 | gold=90 | X
[921/1319] pred=24 | gold=47 | X
[922/1319] pred=2 | gold=4 | X
[923/1319] pred=120 | gold=60 | X
[924/1319] pred=6 | gold=2 | X
[925/1319] pred=143 | gold=12 | X
[926/1319] pred=9500 | gold=2000 | X
[927/1319] pred=50 | gold=1 | X
[928/1319] pred=350 | gold=85000 | X
[929/1319] pred=67 | gold=60 | X
[930/1319] pred=60 | gold=60 | O
[931/1319] pred=100 | gold=14 | X
[932/1319] pred=80 | gold=50 | X
[933/1319] pred=20 | gold=24 | X
[934/1319] pred=10 | gold=15 | X
[935/1319] pred=820 | gold=410 | X
[936/1319] pred=390 | gold=64800 | X
[937/1319] pred=240 | gold=250 | X
[938/1319] pred=5 | gold=159 | X
[939/1319] pred=0 | gold=4 | X
[940/1319] pred=350 | gold=650 | X
[941/1319] pred=35 | gold=280 | X
[942/1319] pred=900 | gold=842 | X
[943/1319] pred=110 | gold=205 | X
[944/1319] pred=200 | gold=50 | X
[945/1319] pred=34 | gold=34 | O
[946/1319] pred=17.5 | gold=17 | X
[947/1319] pred=49 | gold=450 | X
[948/1319] pred=6 | gold=13 | X
[949/1319] pred=1.4 | gold=15 | X
[950/1319] pred=13 | gold=42 | X
[951/1319] pred=0 | gold=5 | X
[952/1319] pred=200 | gold=300 | X
[953/1319] pred=30 | gold=360 | X
[954/1319] pred=32 | gold=452 | X
[955/1319] pred=2 | gold=34 | X
[956/1319] pred=250 | gold=100 | X
[957/1319] pred=1.5 | gold=1 | X
[958/1319] pred=15 | gold=45 | X
[959/1319] pred=28 | gold=40 | X
[960/1319] pred=12 | gold=7 | X
[961/1319] pred=31 | gold=11 | X
[962/1319] pred=140 | gold=225 | X
[963/1319] pred=200 | gold=1000 | X
[964/1319] pred=0 | gold=147 | X
[965/1319] pred=400 | gold=200 | X
[966/1319] pred=456 | gold=374 | X
[967/1319] pred=10 | gold=48 | X
[968/1319] pred=51.2 | gold=30 | X
[969/1319] pred=126 | gold=227 | X
[970/1319] pred=4.68 | gold=1800 | X
[971/1319] pred=33 | gold=33 | O
[972/1319] pred=300 | gold=100 | X
[973/1319] pred=10 | gold=120 | X
[974/1319] pred=4 | gold=79 | X
[975/1319] pred=5 | gold=5 | O
[976/1319] pred=30 | gold=20 | X
[977/1319] pred=204 | gold=540 | X
[978/1319] pred=32817 | gold=4 | X
[979/1319] pred=40 | gold=160 | X
[980/1319] pred=50 | gold=50 | O
[981/1319] pred=110 | gold=90 | X
[982/1319] pred=48 | gold=7 | X
[983/1319] pred=13 | gold=12 | X
[984/1319] pred=30 | gold=15 | X
[985/1319] pred=6624 | gold=342 | X
[986/1319] pred=63 | gold=63 | O
[987/1319] pred=10.5 | gold=70 | X
[988/1319] pred=30 | gold=3 | X
[989/1319] pred=1.975 | gold=6 | X
[990/1319] pred=1 | gold=45 | X
[991/1319] pred=10 | gold=14 | X
[992/1319] pred=120 | gold=15 | X
[993/1319] pred=36 | gold=52 | X
[994/1319] pred=11 | gold=11 | O
[995/1319] pred=120 | gold=2 | X
[996/1319] pred=8 | gold=12 | X
[997/1319] pred=7 | gold=3 | X
[998/1319] pred=8000 | gold=6600 | X
[999/1319] pred=50 | gold=50 | O
[1000/1319] pred=0.67 | gold=25 | X
[1001/1319] pred=20 | gold=1 | X
[1002/1319] pred=12 | gold=2 | X
[1003/1319] pred=504 | gold=8 | X
[1004/1319] pred=450 | gold=480 | X
[1005/1319] pred=13 | gold=8 | X
[1006/1319] pred=576 | gold=1490 | X
[1007/1319] pred=100 | gold=826 | X
[1008/1319] pred=16 | gold=34 | X
[1009/1319] pred=230 | gold=230 | O
[1010/1319] pred=562 | gold=1875 | X
[1011/1319] pred=0 | gold=5 | X
[1012/1319] pred=11150 | gold=6000 | X
[1013/1319] pred=22 | gold=94 | X
[1014/1319] pred=100 | gold=2 | X
[1015/1319] pred=4 | gold=3 | X
[1016/1319] pred=35 | gold=78 | X
[1017/1319] pred=126 | gold=138 | X
[1018/1319] pred=5 | gold=45 | X
[1019/1319] pred=180 | gold=60 | X
[1020/1319] pred=68 | gold=98 | X
[1021/1319] pred=36 | gold=22 | X
[1022/1319] pred=31 | gold=36 | X
[1023/1319] pred=12 | gold=12 | O
[1024/1319] pred=77 | gold=77 | O
[1025/1319] pred=160 | gold=300 | X
[1026/1319] pred=40 | gold=30 | X
[1027/1319] pred=1680 | gold=43200 | X
[1028/1319] pred=12 | gold=12 | O
[1029/1319] pred=200 | gold=200 | O
[1030/1319] pred=56 | gold=34 | X
[1031/1319] pred=110 | gold=24 | X
[1032/1319] pred=0.44 | gold=5 | X
[1033/1319] pred=259 | gold=450 | X
[1034/1319] pred=2 | gold=2 | O
[1035/1319] pred=228 | gold=66 | X
[1036/1319] pred=25 | gold=35 | X
[1037/1319] pred=8 | gold=10 | X
[1038/1319] pred=21 | gold=10 | X
[1039/1319] pred=50 | gold=4 | X
[1040/1319] pred=8 | gold=160 | X
[1041/1319] pred=1212 | gold=736 | X
[1042/1319] pred=101 | gold=101 | O
[1043/1319] pred=15.5 | gold=3 | X
[1044/1319] pred=130000 | gold=130000 | O
[1045/1319] pred=1 | gold=1 | O
[1046/1319] pred=1860 | gold=420 | X
[1047/1319] pred=1.125 | gold=189 | X
[1048/1319] pred=28 | gold=10 | X
[1049/1319] pred=4200 | gold=7400 | X
[1050/1319] pred=15 | gold=20 | X
[1051/1319] pred=1631 | gold=655 | X
[1052/1319] pred=15 | gold=15 | O
[1053/1319] pred=540 | gold=110 | X
[1054/1319] pred=24 | gold=55 | X
[1055/1319] pred=2400 | gold=2400 | O
[1056/1319] pred=16 | gold=2304 | X
[1057/1319] pred=21520 | gold=156 | X
[1058/1319] pred=32 | gold=24 | X
[1059/1319] pred=150 | gold=250 | X
[1060/1319] pred=6 | gold=2 | X
[1061/1319] pred=9 | gold=31 | X
[1062/1319] pred=80 | gold=58 | X
[1063/1319] pred=66.7 | gold=482 | X
[1064/1319] pred=300 | gold=320 | X
[1065/1319] pred=1596 | gold=247 | X
[1066/1319] pred=25 | gold=95 | X
[1067/1319] pred=46 | gold=14 | X
[1068/1319] pred=21000 | gold=245 | X
[1069/1319] pred=11 | gold=24 | X
[1070/1319] pred=400 | gold=300 | X
[1071/1319] pred=36 | gold=18 | X
[1072/1319] pred=172 | gold=251 | X
[1073/1319] pred=21 | gold=85 | X
[1074/1319] pred=15 | gold=21 | X
[1075/1319] pred=750 | gold=750 | O
[1076/1319] pred=20 | gold=16 | X
[1077/1319] pred=162 | gold=162 | O
[1078/1319] pred=61 | gold=145 | X
[1079/1319] pred=80 | gold=8 | X
[1080/1319] pred=1.2 | gold=10 | X
[1081/1319] pred=40 | gold=72000 | X
[1082/1319] pred=135 | gold=195 | X
[1083/1319] pred=8 | gold=2 | X
[1084/1319] pred=29 | gold=2 | X
[1085/1319] pred=40 | gold=20 | X
[1086/1319] pred=8 | gold=26 | X
[1087/1319] pred=6900 | gold=131250 | X
[1088/1319] pred=12 | gold=12 | O
[1089/1319] pred=35.0625 | gold=30 | X
[1090/1319] pred=8 | gold=32 | X
[1091/1319] pred=9 | gold=72 | X
[1092/1319] pred=1000 | gold=1000 | O
[1093/1319] pred=1 | gold=1080 | X
[1094/1319] pred=72 | gold=144 | X
[1095/1319] pred=9.09 | gold=25 | X
[1096/1319] pred=30 | gold=270 | X
[1097/1319] pred=217 | gold=240 | X
[1098/1319] pred=760 | gold=480 | X
[1099/1319] pred=14 | gold=30 | X
[1100/1319] pred=5 | gold=2 | X
[1101/1319] pred=70 | gold=5 | X
[1102/1319] pred=39.475 | gold=16 | X
[1103/1319] pred=10 | gold=113 | X
[1104/1319] pred=2 | gold=90 | X
[1105/1319] pred=48 | gold=24 | X
[1106/1319] pred=10000 | gold=40 | X
[1107/1319] pred=25 | gold=5 | X
[1108/1319] pred=24 | gold=360 | X
[1109/1319] pred=20 | gold=38 | X
[1110/1319] pred=6 | gold=3 | X
[1111/1319] pred=7500 | gold=60 | X
[1112/1319] pred=105 | gold=157 | X
[1113/1319] pred=5 | gold=5 | O
[1114/1319] pred=1 | gold=-3 | X
[1115/1319] pred=14 | gold=8 | X
[1116/1319] pred=6 | gold=5 | X
[1117/1319] pred=60 | gold=60 | O
[1118/1319] pred=91 | gold=9 | X
[1119/1319] pred=8 | gold=5 | X
[1120/1319] pred=10 | gold=18 | X
[1121/1319] pred=140 | gold=560 | X
[1122/1319] pred=10 | gold=35 | X
[1123/1319] pred=40 | gold=18 | X
[1124/1319] pred=105 | gold=105 | O
[1125/1319] pred=9 | gold=64 | X
[1126/1319] pred=3.33 | gold=90 | X
[1127/1319] pred=180 | gold=50 | X
[1128/1319] pred=150 | gold=750 | X
[1129/1319] pred=8 | gold=9 | X
[1130/1319] pred=2 | gold=8 | X
[1131/1319] pred=1600 | gold=25 | X
[1132/1319] pred=6 | gold=96 | X
[1133/1319] pred=3750 | gold=45000 | X
[1134/1319] pred=2 | gold=50 | X
[1135/1319] pred=224 | gold=7 | X
[1136/1319] pred=14 | gold=32 | X
[1137/1319] pred=74 | gold=26 | X
[1138/1319] pred=1 | gold=68 | X
[1139/1319] pred=100 | gold=700 | X
[1140/1319] pred=9.6 | gold=1 | X
[1141/1319] pred=20 | gold=27 | X
[1142/1319] pred=240 | gold=20 | X
[1143/1319] pred=19 | gold=9 | X
[1144/1319] pred=300 | gold=300 | O
[1145/1319] pred=32 | gold=34 | X
[1146/1319] pred=21 | gold=291 | X
[1147/1319] pred=25 | gold=16 | X
[1148/1319] pred=225 | gold=22 | X
[1149/1319] pred=3 | gold=9 | X
[1150/1319] pred=1.009 | gold=93 | X
[1151/1319] pred=45 | gold=21 | X
[1152/1319] pred=101.6666666666667 | gold=50 | X
[1153/1319] pred=40 | gold=12 | X
[1154/1319] pred=38 | gold=20 | X
[1155/1319] pred=24 | gold=30 | X
[1156/1319] pred=1.6 | gold=13 | X
[1157/1319] pred=8 | gold=120 | X
[1158/1319] pred=2 | gold=3 | X
[1159/1319] pred=2400 | gold=7300 | X
[1160/1319] pred=5 | gold=50 | X
[1161/1319] pred=4043 | gold=1125 | X
[1162/1319] pred=60 | gold=170 | X
[1163/1319] pred=1 | gold=3 | X
[1164/1319] pred=12 | gold=12 | O
[1165/1319] pred=120 | gold=9 | X
[1166/1319] pred=104 | gold=1248 | X
[1167/1319] pred=10000 | gold=2350 | X
[1168/1319] pred=40 | gold=120 | X
[1169/1319] pred=65 | gold=20 | X
[1170/1319] pred=3.33333333333333 | gold=2 | X
[1171/1319] pred=1 | gold=2 | X
[1172/1319] pred=1100 | gold=3160 | X
[1173/1319] pred=100 | gold=93 | X
[1174/1319] pred=83 | gold=10 | X
[1175/1319] pred=12 | gold=240 | X
[1176/1319] pred=10 | gold=16 | X
[1177/1319] pred=5 | gold=2 | X
[1178/1319] pred=5 | gold=17 | X
[1179/1319] pred=17 | gold=17 | O
[1180/1319] pred=0.6 | gold=50 | X
[1181/1319] pred=2800 | gold=5600 | X
[1182/1319] pred=40 | gold=20 | X
[1183/1319] pred=90 | gold=1800 | X
[1184/1319] pred=16 | gold=11 | X
[1185/1319] pred=306 | gold=306 | O
[1186/1319] pred=17 | gold=6 | X
[1187/1319] pred=18 | gold=19 | X
[1188/1319] pred=45 | gold=5 | X
[1189/1319] pred=10 | gold=24 | X
[1190/1319] pred=0.5 | gold=6 | X
[1191/1319] pred=34 | gold=19 | X
[1192/1319] pred=100 | gold=100 | O
[1193/1319] pred=77.5 | gold=280 | X
[1194/1319] pred=5.75 | gold=9 | X
[1195/1319] pred=120 | gold=1200 | X
[1196/1319] pred=75 | gold=320 | X
[1197/1319] pred=30 | gold=75 | X
[1198/1319] pred=120 | gold=2400 | X
[1199/1319] pred=60 | gold=140 | X
[1200/1319] pred=2.67 | gold=2 | X
[1201/1319] pred=28 | gold=8 | X
[1202/1319] pred=66 | gold=42 | X
[1203/1319] pred=14 | gold=19 | X
[1204/1319] pred=240 | gold=240 | O
[1205/1319] pred=700 | gold=168 | X
[1206/1319] pred=12 | gold=4 | X
[1207/1319] pred=60000 | gold=40000 | X
[1208/1319] pred=128 | gold=64 | X
[1209/1319] pred=15 | gold=27 | X
[1210/1319] pred=5 | gold=29 | X
[1211/1319] pred=288 | gold=288 | O
[1212/1319] pred=42 | gold=448 | X
[1213/1319] pred=30 | gold=150 | X
[1214/1319] pred=275 | gold=31 | X
[1215/1319] pred=10 | gold=5 | X
[1216/1319] pred=3 | gold=36 | X
[1217/1319] pred=1 | gold=20 | X
[1218/1319] pred=9 | gold=75 | X
[1219/1319] pred=44 | gold=225 | X
[1220/1319] pred=2000 | gold=100 | X
[1221/1319] pred=160 | gold=32 | X
[1222/1319] pred=10 | gold=10 | O
[1223/1319] pred=350 | gold=350 | O
[1224/1319] pred=7 | gold=8 | X
[1225/1319] pred=3 | gold=5 | X
[1226/1319] pred=10 | gold=3 | X
[1227/1319] pred=90 | gold=90 | O
[1228/1319] pred=42 | gold=66 | X
[1229/1319] pred=10 | gold=31 | X
[1230/1319] pred=71 | gold=36 | X
[1231/1319] pred=360 | gold=440 | X
[1232/1319] pred=80 | gold=70 | X
[1233/1319] pred=15 | gold=15 | O
[1234/1319] pred=45 | gold=81 | X
[1235/1319] pred=2.25 | gold=12 | X
[1236/1319] pred=0.025 | gold=60 | X
[1237/1319] pred=28 | gold=84 | X
[1238/1319] pred=78 | gold=78 | O
[1239/1319] pred=364 | gold=520 | X
[1240/1319] pred=1 | gold=50 | X
[1241/1319] pred=10 | gold=2 | X
[1242/1319] pred=180 | gold=8 | X
[1243/1319] pred=70 | gold=20 | X
[1244/1319] pred=30 | gold=50 | X
[1245/1319] pred=3 | gold=35 | X
[1246/1319] pred=560 | gold=96 | X
[1247/1319] pred=3240 | gold=3360 | X
[1248/1319] pred=2 | gold=7 | X
[1249/1319] pred=30 | gold=750 | X
[1250/1319] pred=64 | gold=56 | X
[1251/1319] pred=22 | gold=22 | O
[1252/1319] pred=30 | gold=30 | O
[1253/1319] pred=2.5 | gold=70 | X
[1254/1319] pred=48 | gold=120 | X
[1255/1319] pred=30 | gold=30 | O
[1256/1319] pred=14 | gold=12 | X
[1257/1319] pred=150 | gold=15 | X
[1258/1319] pred=14 | gold=14 | O
[1259/1319] pred=150 | gold=60 | X
[1260/1319] pred=600 | gold=7200 | X
[1261/1319] pred=5 | gold=5 | O
[1262/1319] pred=19 | gold=235 | X
[1263/1319] pred=3750 | gold=12 | X
[1264/1319] pred=60 | gold=500 | X
[1265/1319] pred=1000 | gold=210 | X
[1266/1319] pred=24 | gold=36 | X
[1267/1319] pred=22.5 | gold=147 | X
[1268/1319] pred=25 | gold=40 | X
[1269/1319] pred=6 | gold=20 | X
[1270/1319] pred=360 | gold=54 | X
[1271/1319] pred=3354 | gold=3528 | X
[1272/1319] pred=10 | gold=43 | X
[1273/1319] pred=53.333333333333 | gold=296 | X
[1274/1319] pred=35 | gold=27 | X
[1275/1319] pred=26 | gold=38 | X
[1276/1319] pred=1277 | gold=16 | X
[1277/1319] pred=300 | gold=70 | X
[1278/1319] pred=33 | gold=48 | X
[1279/1319] pred=521 | gold=665 | X
[1280/1319] pred=180 | gold=180 | O
[1281/1319] pred=20 | gold=7 | X
[1282/1319] pred=30 | gold=20 | X
[1283/1319] pred=264 | gold=12 | X
[1284/1319] pred=0 | gold=60 | X
[1285/1319] pred=9 | gold=25 | X
[1286/1319] pred=1218 | gold=1218 | O
[1287/1319] pred=10 | gold=105 | X
[1288/1319] pred=22 | gold=84 | X
[1289/1319] pred=220 | gold=34 | X
[1290/1319] pred=101 | gold=101 | O
[1291/1319] pred=1.5 | gold=90 | X
[1292/1319] pred=45 | gold=27 | X
[1293/1319] pred=108 | gold=67 | X
[1294/1319] pred=500 | gold=140000 | X
[1295/1319] pred=36 | gold=36 | O
[1296/1319] pred=306 | gold=2 | X
[1297/1319] pred=305 | gold=335 | X
[1298/1319] pred=2 | gold=60 | X
[1299/1319] pred=7500 | gold=31 | X
[1300/1319] pred=20.50 | gold=13 | X
[1301/1319] pred=30 | gold=120 | X
[1302/1319] pred=0 | gold=23 | X
[1303/1319] pred=144 | gold=72 | X
[1304/1319] pred=7 | gold=4 | X
[1305/1319] pred=1334 | gold=1000 | X
[1306/1319] pred=3075 | gold=2325 | X
[1307/1319] pred=1 | gold=2 | X
[1308/1319] pred=30 | gold=8 | X
[1309/1319] pred=30 | gold=30 | O
[1310/1319] pred=470 | gold=2280 | X
[1311/1319] pred=8 | gold=64 | X
[1312/1319] pred=61 | gold=594 | X
[1313/1319] pred=29 | gold=180 | X
[1314/1319] pred=60 | gold=2 | X
[1315/1319] pred=35 | gold=8 | X
[1316/1319] pred=60 | gold=5 | X
[1317/1319] pred=150 | gold=230 | X
[1318/1319] pred=3.5 | gold=5 | X
[1319/1319] pred=14 | gold=14 | O

[RESULT] G=32, R=128 -> Acc=12.89%
